,uid,iid,rui,est,details,Iu,Ui,err
9693,235842,0380710722,0.0,0.0,{'was_impossible': False},94,50,0.0
9702,198711,0380726254,0.0,0.0,{'was_impossible': False},366,34,0.0
6468,124942,0446602213,8.0,0.0,{'was_impossible': False},179,39,8.0
28535,238120,0374129983,0.0,0.0,{'was_impossible': False},304,48,0.0
21145,115120,0553571885,0.0,0.0,{'was_impossible': False},238,58,0.0
9602,227447,0971880107,0.0,0.0,{'was_impossible': False},299,634,0.0
6517,172030,0425161242,0.0,0.0,{'was_impossible': False},110,42,0.0
13352,23768,0671793535,0.0,0.0,{'was_impossible': False},337,30,0.0
6634,245312,0971880107,3.0,0.0,{'was_impossible': False},6,634,3.0
9547,115490,0671873199,4.0,0.0,{'was_impossible': False},154,32,4.0
33774,73394,0553571818,0.0,0.0,{'was_impossible': False},224,51,0.0
9548,225810,0553287303,0.0,0.0,{'was_impossible': False},196,36,0.0
28577,40943,0971880107,0.0,0.0,{'was_impossible': False},117,634,0.0
6595,198711,0440213282,0.0,0.0,{'was_impossible': False},366,35,0.0
6590,242824,0671741195,0.0,0.0,{'was_impossible': False},108,49,0.0
13316,61619,0671004565,0.0,0.0,{'was_impossible': False},111,65,0.0
1227,76352,0671749412,0.0,0.0,{'was_impossible': False},507,34,0.0
13315,234623,0553260111,0.0,0.0,{'was_impossible': False},235,81,0.0
1252,271284,0425150143,0.0,0.0,{'was_impossible': False},120,46,0.0
13297,36836,0440218535,0.0,0.0,{'was_impossible': False},163,46,0.0
3496,198711,0553576798,0.0,0.0,{'was_impossible': False},366,41,0.0
17126,59150,0971880107,0.0,0.0,{'was_impossible': False},59,634,0.0
1239,269566,0553566032,0.0,0.0,{'was_impossible': False},279,31,0.0
9589,24921,0971880107,0.0,0.0,{'was_impossible': False},101,634,0.0
32652,170184,0971880107,0.0,0.0,{'was_impossible': False},51,634,0.0
13267,255218,0971880107,0.0,0.0,{'was_impossible': False},49,634,0.0
32659,61619,0425119920,0.0,0.0,{'was_impossible': False},111,27,0.0
27085,124942,0312978367,0.0,0.0,{'was_impossible': False},179,29,0.0
9384,76352,0446604275,0.0,0.0,{'was_impossible': False},507,47,0.0
6762,98741,0060199652,0.0,0.0,{'was_impossible': False},231,42,0.0
13596,130474,044651747X,0.0,0.0,{'was_impossible': False},184,23,0.0
16602,3363,0971880107,0.0,0.0,{'was_impossible': False},104,634,0.0
21304,6251,0971880107,0.0,0.0,{'was_impossible': False},173,634,0.0
29906,201526,0061097659,0.0,0.0,{'was_impossible': False},91,29,0.0
16623,82831,0449223345,0.0,0.0,{'was_impossible': False},58,25,0.0
6933,35050,0671026011,0.0,0.0,{'was_impossible': False},142,46,0.0
21286,235842,0140092323,0.0,0.0,{'was_impossible': False},94,55,0.0
21280,36836,0684195488,0.0,0.0,{'was_impossible': False},163,32,0.0
13802,73394,0440218535,0.0,0.0,{'was_impossible': False},224,46,0.0
13801,23768,0671683993,0.0,0.0,{'was_impossible': False},337,50,0.0
26993,210792,0345402871,0.0,0.0,{'was_impossible': False},46,76,0.0
3246,269566,0425161242,0.0,0.0,{'was_impossible': False},279,42,0.0
9202,262399,067155302X,0.0,0.0,{'was_impossible': False},166,30,0.0
9215,203968,0425122123,0.0,0.0,{'was_impossible': False},97,60,0.0
1477,170518,0451183665,0.0,0.0,{'was_impossible': False},154,84,0.0
28747,269719,0440224829,8.0,0.0,{'was_impossible': False},107,40,8.0
29928,262399,0345404769,0.0,0.0,{'was_impossible': False},166,50,0.0
16645,130474,0446356832,0.0,0.0,{'was_impossible': False},184,57,0.0
31667,198711,0425178765,0.0,0.0,{'was_impossible': False},366,53,0.0
6916,268330,0425165701,0.0,0.0,{'was_impossible': False},122,44,0.0
1466,98741,0425190641,0.0,0.0,{'was_impossible': False},231,17,0.0
13787,244349,0446360589,0.0,0.0,{'was_impossible': False},52,83,0.0
9227,82926,0671673688,0.0,0.0,{'was_impossible': False},35,76,0.0
21328,245963,0425141233,0.0,0.0,{'was_impossible': False},145,43,0.0
6974,271284,0671758896,0.0,0.0,{'was_impossible': False},120,78,0.0
9113,73394,0671034057,0.0,0.0,{'was_impossible': False},224,32,0.0
7005,238781,0671014196,0.0,0.0,{'was_impossible': False},173,76,0.0
26967,26544,0440225299,0.0,0.0,{'was_impossible': False},192,43,0.0
13871,87746,039304016X,0.0,0.0,{'was_impossible': False},159,22,0.0
26191,175003,0380731851,0.0,0.0,{'was_impossible': False},290,129,0.0
34493,228998,0425147584,0.0,0.0,{'was_impossible': False},190,70,0.0
21359,145451,0440223237,0.0,0.0,{'was_impossible': False},158,36,0.0
21350,271284,0553560271,0.0,0.0,{'was_impossible': False},120,26,0.0
26983,112026,0553582801,8.0,0.0,{'was_impossible': False},138,21,8.0
13829,36606,0679433740,0.0,0.0,{'was_impossible': False},238,36,0.0
9137,268330,0553280147,0.0,0.0,{'was_impossible': False},122,26,0.0
13856,35050,051512608X,0.0,0.0,{'was_impossible': False},142,62,0.0
16559,55492,0515115649,0.0,0.0,{'was_impossible': False},369,33,0.0
1525,32195,067101417X,0.0,0.0,{'was_impossible': False},104,40,0.0
16573,76352,0440235162,0.0,0.0,{'was_impossible': False},507,68,0.0
13833,187170,0425176932,0.0,0.0,{'was_impossible': False},45,19,0.0
16575,51094,0140092323,0.0,0.0,{'was_impossible': False},55,55,0.0
16577,23768,0061091790,0.0,0.0,{'was_impossible': False},337,40,0.0
16578,228998,0061096113,0.0,0.0,{'was_impossible': False},190,40,0.0
34506,55548,0446353205,0.0,0.0,{'was_impossible': False},127,49,0.0
21342,76352,0312979886,0.0,0.0,{'was_impossible': False},507,31,0.0
1174,145451,0821770209,0.0,0.0,{'was_impossible': False},158,29,0.0
23643,212898,0553564528,0.0,0.0,{'was_impossible': False},193,69,0.0
21259,142093,0380725835,0.0,0.0,{'was_impossible': False},65,22,0.0
16733,39646,0380731851,0.0,0.0,{'was_impossible': False},176,129,0.0
1413,115120,0449221504,0.0,0.0,{'was_impossible': False},238,91,0.0
29951,69042,0061031429,0.0,0.0,{'was_impossible': False},107,31,0.0
9305,217375,0786866276,0.0,0.0,{'was_impossible': False},256,32,0.0
6830,234623,0553264079,0.0,0.0,{'was_impossible': False},235,44,0.0
9307,235842,0743203631,0.0,0.0,{'was_impossible': False},94,42,0.0
16782,198711,0451203895,0.0,0.0,{'was_impossible': False},366,73,0.0
3332,245963,034538430X,0.0,0.0,{'was_impossible': False},145,50,0.0
33823,198711,034538430X,0.0,0.0,{'was_impossible': False},366,50,0.0
9291,73394,0446609617,0.0,0.0,{'was_impossible': False},224,33,0.0
6811,127429,0553278029,0.0,0.0,{'was_impossible': False},118,49,0.0
31602,23768,0061054151,0.0,0.0,{'was_impossible': False},337,22,0.0
31595,225810,0446609145,0.0,0.0,{'was_impossible': False},196,34,0.0
16833,32773,0971880107,0.0,0.0,{'was_impossible': False},119,634,0.0
28666,76352,0440235774,0.0,0.0,{'was_impossible': False},507,27,0.0
9354,26544,0425151875,0.0,0.0,{'was_impossible': False},192,49,0.0
32564,61619,0425134350,0.0,0.0,{'was_impossible': False},111,31,0.0
13619,145451,0440117437,0.0,0.0,{'was_impossible': False},158,37,0.0
13615,131837,1401088945,0.0,0.0,{'was_impossible': False},42,46,0.0
9371,52584,0425145638,0.0,0.0,{'was_impossible': False},329,55,0.0
16797,170518,0449221504,0.0,0.0,{'was_impossible': False},154,91,0.0
3263,117594,0971880107,0.0,0.0,{'was_impossible': False},43,634,0.0
31631,234623,0553585118,0.0,0.0,{'was_impossible': False},235,26,0.0
31634,11601,044661064X,0.0,0.0,{'was_impossible': False},176,46,0.0
6909,35050,0345317580,0.0,0.0,{'was_impossible': False},142,30,0.0
1452,55492,0380731851,0.0,0.0,{'was_impossible': False},369,129,0.0
28735,98741,0804106304,0.0,0.0,{'was_impossible': False},231,214,0.0
23658,198711,0553292722,0.0,0.0,{'was_impossible': False},366,71,0.0
28732,238120,0517122707,0.0,0.0,{'was_impossible': False},304,23,0.0
13722,242824,0553285785,0.0,0.0,{'was_impossible': False},108,35,0.0
9261,145451,0671014919,0.0,0.0,{'was_impossible': False},158,52,0.0
21252,145451,0515124893,0.0,0.0,{'was_impossible': False},158,47,0.0
6894,268330,0449223612,0.0,0.0,{'was_impossible': False},122,89,0.0
31633,61619,0345334019,0.0,0.0,{'was_impossible': False},111,33,0.0
6891,11601,034538184X,0.0,0.0,{'was_impossible': False},176,57,0.0
6877,129358,051512608X,0.0,0.0,{'was_impossible': False},94,62,0.0
16690,254971,0446604089,0.0,0.0,{'was_impossible': False},77,22,0.0
21231,145431,0671758896,0.0,0.0,{'was_impossible': False},55,78,0.0
16697,106225,051511264X,0.0,0.0,{'was_impossible': False},204,34,0.0
34535,198711,0345384350,0.0,0.0,{'was_impossible': False},366,68,0.0
21228,198711,0671042572,0.0,0.0,{'was_impossible': False},366,53,0.0
3291,212898,0345413865,0.0,0.0,{'was_impossible': False},193,46,0.0
6867,271284,0553288342,0.0,0.0,{'was_impossible': False},120,28,0.0
16720,112881,0679439382,0.0,0.0,{'was_impossible': False},117,53,0.0
16684,198711,0449217264,0.0,0.0,{'was_impossible': False},366,34,0.0
9721,238120,0446604232,0.0,0.0,{'was_impossible': False},304,43,0.0
17240,269719,0446354732,8.0,0.0,{'was_impossible': False},107,47,8.0
17250,55492,044023574X,0.0,0.0,{'was_impossible': False},369,24,0.0
10103,228998,055356773X,7.0,0.0,{'was_impossible': False},190,47,7.0
28385,212898,0440224071,0.0,0.0,{'was_impossible': False},193,19,0.0
34736,76352,0440203856,0.0,0.0,{'was_impossible': False},507,54,0.0
27255,228998,0060557257,0.0,0.0,{'was_impossible': False},190,26,0.0
27272,52584,0425147584,0.0,0.0,{'was_impossible': False},329,70,0.0
10140,269719,0525945938,0.0,0.0,{'was_impossible': False},107,26,0.0
27279,170518,042517736X,0.0,0.0,{'was_impossible': False},154,42,0.0
3853,274308,0425168220,0.0,0.0,{'was_impossible': False},159,30,0.0
10146,76352,006101351X,0.0,0.0,{'was_impossible': False},507,162,0.0
10099,23768,0671014196,0.0,0.0,{'was_impossible': False},337,76,0.0
17663,56856,0425151875,0.0,0.0,{'was_impossible': False},201,49,0.0
28364,234623,0679772677,0.0,0.0,{'was_impossible': False},235,55,0.0
3864,225810,044023669X,0.0,0.0,{'was_impossible': False},196,39,0.0
20525,76352,0451176723,0.0,0.0,{'was_impossible': False},507,36,0.0
6109,78783,0425145638,0.0,0.0,{'was_impossible': False},347,55,0.0
12580,115120,0449205878,0.0,0.0,{'was_impossible': False},238,30,0.0
34757,175003,0312966806,0.0,0.0,{'was_impossible': False},290,55,0.0
6103,245963,0553275976,0.0,0.0,{'was_impossible': False},145,94,0.0
28356,112026,8873122933,0.0,0.0,{'was_impossible': False},138,18,0.0
10180,33974,0446609617,0.0,0.0,{'was_impossible': False},78,33,0.0
12609,127429,0553272586,0.0,0.0,{'was_impossible': False},118,29,0.0
6087,76352,0449910237,0.0,0.0,{'was_impossible': False},507,57,0.0
17582,73394,0821776037,0.0,0.0,{'was_impossible': False},224,27,0.0
28403,238781,0312980159,0.0,0.0,{'was_impossible': False},173,74,0.0
30295,220278,0451181379,8.0,0.0,{'was_impossible': False},60,68,8.0
25910,269566,0553278002,0.0,0.0,{'was_impossible': False},279,33,0.0
12761,49109,0446608602,0.0,0.0,{'was_impossible': False},102,37,0.0
34718,145431,0345386108,0.0,0.0,{'was_impossible': False},55,66,0.0
3756,127429,0452283868,0.0,0.0,{'was_impossible': False},118,19,0.0
3757,198711,0425176932,0.0,0.0,{'was_impossible': False},366,19,0.0
24297,238120,0449223345,0.0,0.0,{'was_impossible': False},304,25,0.0
10032,28523,0425172996,0.0,0.0,{'was_impossible': False},49,47,0.0
33658,98741,0451203771,0.0,0.0,{'was_impossible': False},231,80,0.0
20596,76352,0425165701,0.0,0.0,{'was_impossible': False},507,44,0.0
24301,115120,0345391055,0.0,0.0,{'was_impossible': False},238,124,0.0
10056,234623,0517122707,0.0,0.0,{'was_impossible': False},235,23,0.0
20652,241614,0345443284,0.0,0.0,{'was_impossible': False},36,146,0.0
28422,225810,0373484232,0.0,0.0,{'was_impossible': False},196,48,0.0
10061,234623,0452282829,0.0,0.0,{'was_impossible': False},235,149,0.0
32774,234623,0140244824,0.0,0.0,{'was_impossible': False},235,100,0.0
28421,261105,0971880107,0.0,0.0,{'was_impossible': False},20,634,0.0
12680,145619,0971880107,0.0,0.0,{'was_impossible': False},89,634,0.0
28408,262399,0446611913,0.0,0.0,{'was_impossible': False},166,24,0.0
6179,87746,044022165X,0.0,0.0,{'was_impossible': False},159,162,0.0
32770,87746,0440222656,0.0,0.0,{'was_impossible': False},159,188,0.0
12767,191187,0345345738,0.0,0.0,{'was_impossible': False},49,32,0.0
20504,175003,0671028367,0.0,0.0,{'was_impossible': False},290,43,0.0
6082,78783,0312978332,0.0,0.0,{'was_impossible': False},347,33,0.0
5983,278418,0553268880,0.0,0.0,{'was_impossible': False},184,139,0.0
17815,115120,0451183665,0.0,0.0,{'was_impossible': False},238,84,0.0
3958,238120,0452268060,0.0,0.0,{'was_impossible': False},304,44,0.0
802,69232,0553582658,0.0,0.0,{'was_impossible': False},129,43,0.0
17821,212898,044022165X,0.0,0.0,{'was_impossible': False},193,162,0.0
17827,76352,0440237300,0.0,0.0,{'was_impossible': False},507,21,0.0
30409,98741,0451184726,0.0,0.0,{'was_impossible': False},231,33,0.0
12433,262399,0451206525,0.0,0.0,{'was_impossible': False},166,52,0.0
32864,245963,0515109509,0.0,0.0,{'was_impossible': False},145,29,0.0
12483,12835,0971880107,0.0,0.0,{'was_impossible': False},4,634,0.0
25832,179733,0971880107,0.0,0.0,{'was_impossible': False},94,634,0.0
17852,234623,0425161242,0.0,0.0,{'was_impossible': False},235,42,0.0
17861,234623,0515111279,0.0,0.0,{'was_impossible': False},235,35,0.0
20376,44728,0553582658,0.0,0.0,{'was_impossible': False},106,43,0.0
32869,234623,0804115761,0.0,0.0,{'was_impossible': False},235,50,0.0
12429,238120,0553268880,0.0,0.0,{'was_impossible': False},304,139,0.0
10295,212898,0440193613,0.0,0.0,{'was_impossible': False},193,54,0.0
10310,131046,0425168220,0.0,0.0,{'was_impossible': False},126,30,0.0
32876,190459,0140244824,8.0,0.0,{'was_impossible': False},74,100,8.0
12394,78783,0446605581,0.0,0.0,{'was_impossible': False},347,50,0.0
17851,234623,0399148701,0.0,0.0,{'was_impossible': False},235,17,0.0
6083,238120,0425180638,0.0,0.0,{'was_impossible': False},304,97,0.0
12494,186570,0553569058,0.0,0.0,{'was_impossible': False},119,51,0.0
20431,225810,0671004565,0.0,0.0,{'was_impossible': False},196,65,0.0
6078,254971,067103619X,0.0,0.0,{'was_impossible': False},77,34,0.0
24412,106225,0451180216,0.0,0.0,{'was_impossible': False},204,27,0.0
31289,73394,0553573209,0.0,0.0,{'was_impossible': False},224,40,0.0
10195,189334,1401088945,0.0,0.0,{'was_impossible': False},96,46,0.0
20472,238526,0451124383,0.0,0.0,{'was_impossible': False},68,33,0.0
34773,170518,038542471X,0.0,0.0,{'was_impossible': False},154,48,0.0
17723,212898,034537536X,0.0,0.0,{'was_impossible': False},193,27,0.0
6043,234623,1551668246,0.0,0.0,{'was_impossible': False},235,39,0.0
20461,236959,0446608653,0.0,0.0,{'was_impossible': False},54,34,0.0
25842,182987,0449134482,0.0,0.0,{'was_impossible': False},27,70,0.0
6034,76352,0425133540,0.0,0.0,{'was_impossible': False},507,79,0.0
30386,234623,067976397X,0.0,0.0,{'was_impossible': False},235,44,0.0
6031,198711,0446363669,0.0,0.0,{'was_impossible': False},366,35,0.0
17762,212898,0449205878,0.0,0.0,{'was_impossible': False},193,30,0.0
24446,185233,0446608653,0.0,0.0,{'was_impossible': False},349,34,0.0
3948,226031,0971880107,0.0,0.0,{'was_impossible': False},13,634,0.0
821,217375,0553569058,0.0,0.0,{'was_impossible': False},256,51,0.0
10237,98741,0671683993,0.0,0.0,{'was_impossible': False},231,50,0.0
25844,115120,0449223612,0.0,0.0,{'was_impossible': False},238,89,0.0
30389,78783,044023574X,0.0,0.0,{'was_impossible': False},347,24,0.0
17736,112881,0446610550,0.0,0.0,{'was_impossible': False},117,53,0.0
7013,225810,1551668653,4.0,0.0,{'was_impossible': False},196,41,4.0
17471,123790,0061030635,0.0,0.0,{'was_impossible': False},94,29,0.0
17457,158033,0316789844,0.0,0.0,{'was_impossible': False},34,24,0.0
33727,73394,0425192733,0.0,0.0,{'was_impossible': False},224,43,0.0
24097,115120,0440237262,0.0,0.0,{'was_impossible': False},238,33,0.0
20866,114414,0446606243,0.0,0.0,{'was_impossible': False},206,32,0.0
6395,234623,0671567829,0.0,0.0,{'was_impossible': False},235,29,0.0
13002,35050,0449227421,0.0,0.0,{'was_impossible': False},142,56,0.0
12999,85701,0446365505,0.0,0.0,{'was_impossible': False},76,49,0.0
6391,242824,0743460529,0.0,0.0,{'was_impossible': False},108,47,0.0
1087,262399,0373218400,0.0,0.0,{'was_impossible': False},166,55,0.0
3629,268330,0425168220,0.0,0.0,{'was_impossible': False},122,30,0.0
20888,114414,0425092917,6.0,0.0,{'was_impossible': False},206,58,6.0
17341,127429,0385720106,0.0,0.0,{'was_impossible': False},118,142,0.0
24144,197550,0971880107,5.0,0.0,{'was_impossible': False},6,634,5.0
24146,265313,0425145638,0.0,0.0,{'was_impossible': False},210,55,0.0
17342,212898,0446604232,0.0,0.0,{'was_impossible': False},193,43,0.0
24149,170229,0802130208,0.0,0.0,{'was_impossible': False},44,46,0.0
20837,217375,1401088945,0.0,0.0,{'was_impossible': False},256,46,0.0
6369,51094,0345387554,0.0,0.0,{'was_impossible': False},55,26,0.0
9852,32195,0743411250,0.0,0.0,{'was_impossible': False},104,59,0.0
6368,73394,0671028367,0.0,0.0,{'was_impossible': False},224,43,0.0
6353,217375,0553576089,0.0,0.0,{'was_impossible': False},256,26,0.0
1082,238120,039914739X,0.0,0.0,{'was_impossible': False},304,23,0.0
9860,175003,0679439382,0.0,0.0,{'was_impossible': False},290,53,0.0
32701,238120,0375414053,0.0,0.0,{'was_impossible': False},304,37,0.0
9789,69042,0449134482,0.0,0.0,{'was_impossible': False},107,70,0.0
1167,102967,0446607207,0.0,0.0,{'was_impossible': False},401,34,0.0
25997,238526,0553574086,0.0,0.0,{'was_impossible': False},68,43,0.0
1158,262399,0380731851,0.0,0.0,{'was_impossible': False},166,129,0.0
25990,39616,0671014919,0.0,0.0,{'was_impossible': False},69,52,0.0
9739,173684,0971880107,0.0,0.0,{'was_impossible': False},37,634,0.0
3577,112881,0425130711,0.0,0.0,{'was_impossible': False},117,43,0.0
13093,136473,0373218400,0.0,0.0,{'was_impossible': False},37,55,0.0
13088,166123,0425192733,0.0,0.0,{'was_impossible': False},191,43,0.0
30161,23768,0679433740,0.0,0.0,{'was_impossible': False},337,36,0.0
24079,212898,0345402871,0.0,0.0,{'was_impossible': False},193,76,0.0
1144,87746,0440235162,0.0,0.0,{'was_impossible': False},159,68,0.0
13068,238120,0061096113,0.0,0.0,{'was_impossible': False},304,40,0.0
13063,81492,0971880107,0.0,0.0,{'was_impossible': False},99,634,0.0
9778,228998,0425161242,0.0,0.0,{'was_impossible': False},190,42,0.0
9779,150124,0451160533,0.0,0.0,{'was_impossible': False},46,29,0.0
24065,23768,0425092917,0.0,0.0,{'was_impossible': False},337,58,0.0
3591,212898,0061013315,0.0,0.0,{'was_impossible': False},193,29,0.0
9784,98741,0140119906,0.0,0.0,{'was_impossible': False},231,75,0.0
1125,212898,0446350109,0.0,0.0,{'was_impossible': False},193,38,0.0
9785,238781,0553282476,0.0,0.0,{'was_impossible': False},173,66,0.0
13076,234623,051513287X,0.0,0.0,{'was_impossible': False},235,121,0.0
28444,102967,042517400X,0.0,0.0,{'was_impossible': False},401,32,0.0
20804,136473,006109921X,0.0,0.0,{'was_impossible': False},37,47,0.0
9864,102967,0440221501,0.0,0.0,{'was_impossible': False},401,32,0.0
3713,175003,1551664348,0.0,0.0,{'was_impossible': False},290,30,0.0
6285,268330,0345389417,0.0,0.0,{'was_impossible': False},122,32,0.0
20715,175003,0671034057,0.0,0.0,{'was_impossible': False},290,32,0.0
32752,203968,0425147517,0.0,0.0,{'was_impossible': False},97,55,0.0
30274,127429,0553269631,0.0,0.0,{'was_impossible': False},118,25,0.0
25924,110076,0971880107,0.0,0.0,{'was_impossible': False},14,634,0.0
17443,73394,0821769367,0.0,0.0,{'was_impossible': False},224,37,0.0
24238,170518,0425182908,0.0,0.0,{'was_impossible': False},154,80,0.0
6273,234623,0312982518,0.0,0.0,{'was_impossible': False},235,34,0.0
17430,166596,0553575104,0.0,0.0,{'was_impossible': False},185,42,0.0
20703,238120,0375706410,0.0,0.0,{'was_impossible': False},304,45,0.0
12815,271284,0743460529,0.0,0.0,{'was_impossible': False},120,47,0.0
6271,54218,0440226414,0.0,0.0,{'was_impossible': False},14,36,0.0
9977,175003,0553581023,0.0,0.0,{'was_impossible': False},290,37,0.0
12787,115120,0515130966,0.0,0.0,{'was_impossible': False},238,55,0.0
27204,217375,0446608602,0.0,0.0,{'was_impossible': False},256,37,0.0
17451,51094,0061030635,0.0,0.0,{'was_impossible': False},55,29,0.0
17453,35050,0553574086,0.0,0.0,{'was_impossible': False},142,43,0.0
979,217375,0345311396,0.0,0.0,{'was_impossible': False},256,27,0.0
6264,210792,0425171396,0.0,0.0,{'was_impossible': False},46,21,0.0
17445,87746,0553292722,0.0,0.0,{'was_impossible': False},159,71,0.0
12967,52853,0425145638,0.0,0.0,{'was_impossible': False},104,55,0.0
12848,175003,0425161242,0.0,0.0,{'was_impossible': False},290,42,0.0
12851,262399,067976397X,0.0,0.0,{'was_impossible': False},166,44,0.0
27167,268330,0440241537,0.0,0.0,{'was_impossible': False},122,81,0.0
27169,242824,051512463X,0.0,0.0,{'was_impossible': False},108,36,0.0
20789,69042,0425162788,0.0,0.0,{'was_impossible': False},107,40,0.0
9896,55492,0373484232,0.0,0.0,{'was_impossible': False},369,48,0.0
6335,245963,0553278002,0.0,0.0,{'was_impossible': False},145,33,0.0
20772,262399,0373218036,0.0,0.0,{'was_impossible': False},166,73,0.0
17380,98741,0440222656,0.0,0.0,{'was_impossible': False},231,188,0.0
30238,258690,0061030635,0.0,0.0,{'was_impossible': False},30,29,0.0
12913,32195,042517400X,0.0,0.0,{'was_impossible': False},104,32,0.0
20732,262399,0553580388,0.0,0.0,{'was_impossible': False},166,26,0.0
31395,11601,0373218400,0.0,0.0,{'was_impossible': False},176,55,0.0
34688,254241,0671741195,0.0,0.0,{'was_impossible': False},17,49,0.0
30249,73394,0671525743,0.0,0.0,{'was_impossible': False},224,55,0.0
27179,172030,042518109X,0.0,0.0,{'was_impossible': False},110,31,0.0
17382,61619,0425167313,0.0,0.0,{'was_impossible': False},111,101,0.0
12888,73394,055358264X,0.0,0.0,{'was_impossible': False},224,49,0.0
17384,254971,0140244824,0.0,0.0,{'was_impossible': False},77,100,0.0
